---------Start of logs---------
11:11:04.302:	AndroidDriver created.
11:11:33.548:	method clickButton (1, SideMenuSettings) is called.
11:11:34.549:	method find(SideMenuSettings) is called.
11:11:34.791:	method login(1) is called.
11:11:34.791:	method enterNumPadOK (1, 123456) is called.
11:11:35.792:	method enterNumPad (1, 123456) is called.
11:11:36.792:	Number to be entered is: 123456
11:11:36.792:	method find(EnterPIN1) is called.
11:11:36.991:	method find(EnterPIN2) is called.
11:11:37.621:	method find(EnterPIN3) is called.
11:11:38.695:	method find(EnterPIN4) is called.
11:11:39.317:	method find(EnterPIN5) is called.
11:11:39.946:	method find(EnterPIN6) is called.
11:11:40.665:	method find(EnterPINOK) is called.
11:11:41.300:	<font color='grey'>User Authentication performed.</font>
11:11:41.300:	method waitUntilPage(30, SettingsTerminal) is called.
11:11:41.300:	method findCurrentPage(0) is called.
11:11:41.801:	
11:11:43.009:	Current page is: SettingsTerminal
11:11:43.009:	The method "setBooleanValue(no)" are called
11:11:43.134:	The method "setBooleanValue(no)" are called
11:11:43.261:	The method "reachPage()" are called
11:11:43.261:	method reachPage(GP, Purchase) is called.
11:11:43.261:	method find(PurchaseSideMenu) is called.
11:11:43.359:	method goToSidemenuPage(Purchase) is called.
11:11:43.359:	method findCurrentPage(0) is called.
11:11:43.860:	
11:11:44.105:	Current page is: SettingsTerminal
11:11:44.105:	method clickOnPage(SettingsTerminal, Purchase, [Ljava.lang.String;@392345) is called.
11:11:44.105:	method findCurrentPage(0) is called.
11:11:44.606:	
11:11:44.822:	Current page is: SettingsTerminal
11:11:44.822:	method clickButton (0, PurchaseSideMenu) is called.
11:11:44.822:	method find(PurchaseSideMenu) is called.
11:11:45.480:	method clickButton (0, SideMenuPurchase) is called.
11:11:45.480:	method find(SideMenuPurchase) is called.
11:11:46.665:	method waitUntilPage(30, Purchase) is called.
11:11:46.665:	method findCurrentPage(0) is called.
11:11:47.166:	
11:11:47.356:	Current page is: Purchase
11:11:47.356:	The method "singlePurchase()" are called
11:11:47.356:	method singlePurchase(1000, no, , no, ) is called.
11:11:47.356:	method findCurrentPage(1) is called.
11:11:47.857:	
11:11:48.201:	Current page is: Purchase
11:11:48.201:	method enterPurchaseAmount(0, 1000) is called.
11:11:48.201:	method enterNumPadOK (0, 1000) is called.
11:11:48.201:	method enterNumPad (0, 1000) is called.
11:11:48.201:	Number to be entered is: 1000
11:11:48.201:	method find(EnterPIN1) is called.
11:11:48.364:	method find(EnterPIN0) is called.
11:11:48.957:	method find(EnterPIN0) is called.
11:11:49.615:	method find(EnterPIN0) is called.
11:11:50.214:	method find(EnterPINOK) is called.
11:11:50.825:	method findCurrentPage(1) is called.
11:11:51.326:	
11:11:54.226:	Current page is: ProcessingPayment
11:11:54.226:	processing payment
11:11:54.226:	method findCurrentPage(1) is called.
11:11:54.727:	
11:11:55.723:	Current page is: ProcessingPayment
11:11:55.723:	processing payment
11:11:55.723:	method findCurrentPage(1) is called.
11:11:56.223:	
11:11:57.264:	Current page is: ProcessingPayment
11:11:57.264:	processing payment
11:11:57.264:	method findCurrentPage(1) is called.
11:11:57.764:	
11:11:58.782:	Current page is: ProcessingPayment
11:11:58.782:	processing payment
11:11:58.782:	method findCurrentPage(1) is called.
11:11:59.282:	
11:12:00.353:	Current page is: ProcessingPayment
11:12:00.353:	processing payment
11:12:00.353:	method findCurrentPage(1) is called.
11:12:00.854:	
11:12:01.829:	Current page is: ProcessingPayment
11:12:01.829:	processing payment
11:12:01.829:	method findCurrentPage(1) is called.
11:12:02.330:	
11:12:04.808:	Current page is: PurchaseResult
11:12:04.808:	<font color='grey'>Transaction is made, Processing time is: 17 seconds.</font>
11:12:04.808:	The method "test()" are called
11:12:04.808:	
11:12:06.254:	Current page is: PurchaseResult
11:12:06.255:	page count is: 3
11:12:06.255:	page count is: 4
11:12:06.256:	The method "test()" are called
11:12:06.446:	The method "clickButton()" are called
11:12:06.669:	The method "waitUntilPage()" are called
11:12:06.669:	
11:12:14.150:	Current page is: 
11:12:14.151:	
11:12:14.283:	Current page is: Purchase
11:12:14.283:	page count is: 50
11:12:14.283:	page count is: 51
11:12:14.784:	The method "test()" are called
11:12:14.784:	
11:12:14.949:	Current page is: Purchase
11:12:14.949:	page count is: 51
11:12:14.949:	page count is: 52
11:12:14.949:	The method "reachPage()" are called
11:12:14.949:	method reachPage(GP, TransactionHistory) is called.
11:12:14.949:	method reachPage(GP, Purchase) is called.
11:12:14.949:	method find(PurchaseSideMenu) is called.
11:12:15.064:	method goToSidemenuPage(Purchase) is called.
11:12:15.064:	method findCurrentPage(0) is called.
11:12:15.564:	
11:12:15.717:	Current page is: Purchase
11:12:15.717:	method goToSidemenuPage(TransactionHistory) is called.
11:12:15.717:	method findCurrentPage(0) is called.
11:12:16.217:	
11:12:16.371:	Current page is: Purchase
11:12:16.371:	method clickOnPage(Purchase, TransactionHistory, [Ljava.lang.String;@2b3d47) is called.
11:12:16.371:	method findCurrentPage(0) is called.
11:12:16.871:	
11:12:17.047:	Current page is: Purchase
11:12:17.047:	method clickButton (0, PurchaseSideMenu) is called.
11:12:17.047:	method find(PurchaseSideMenu) is called.
11:12:17.694:	method clickButton (0, SideMenuTransactionHistory) is called.
11:12:17.694:	method find(SideMenuTransactionHistory) is called.
11:12:18.910:	method waitUntilPage(30, TransactionHistory) is called.
11:12:18.910:	method findCurrentPage(0) is called.
11:12:19.410:	
11:12:20.741:	Current page is: TransactionHistory
11:12:20.741:	The method "test()" are called
11:12:20.741:	
11:12:21.444:	Current page is: TransactionHistory
11:12:21.444:	page count is: 6
11:12:21.444:	page count is: 7
11:12:21.444:	The method "test()" are called
11:12:22.150:	The method "clickButton()" are called
11:12:22.376:	The method "waitUntilPage()" are called
11:12:22.376:	
11:12:25.736:	Current page is: TransactionDetails
11:12:25.736:	page count is: 2
11:12:25.737:	page count is: 3
11:12:25.737:	The method "test()" are called
11:12:25.737:	
11:12:27.357:	Current page is: TransactionDetails
11:12:27.358:	page count is: 3
11:12:27.358:	page count is: 4
11:12:27.358:	The method "test()" are called
11:12:27.538:	The method "test()" are called
11:12:27.713:	The method "test()" are called
11:12:27.892:	The method "test()" are called
11:12:28.041:	The method "test()" are called
11:12:28.188:	The method "clickButton()" are called
11:12:28.357:	The method "waitUntilPage()" are called
11:12:28.357:	
11:12:29.934:	Current page is: TransactionHistory
11:12:29.934:	page count is: 7
11:12:29.934:	page count is: 8
11:12:29.934:	The method "reachPage()" are called
11:12:29.934:	method reachPage(GP, Purchase) is called.
11:12:29.934:	method find(PurchaseSideMenu) is called.
11:12:30.050:	method goToSidemenuPage(Purchase) is called.
11:12:30.050:	method findCurrentPage(0) is called.
11:12:30.551:	
11:12:31.311:	Current page is: TransactionHistory
11:12:31.311:	method clickOnPage(TransactionHistory, Purchase, [Ljava.lang.String;@166f0d0) is called.
11:12:31.311:	method findCurrentPage(0) is called.
11:12:31.811:	
11:12:32.521:	Current page is: TransactionHistory
11:12:32.521:	method clickButton (0, PurchaseSideMenu) is called.
11:12:32.521:	method find(PurchaseSideMenu) is called.
11:12:33.235:	method clickButton (0, SideMenuPurchase) is called.
11:12:33.235:	method find(SideMenuPurchase) is called.
11:12:34.471:	method waitUntilPage(30, Purchase) is called.
11:12:34.471:	method findCurrentPage(0) is called.
11:12:34.972:	
11:12:35.211:	Current page is: Purchase
11:12:35.211:	The method "test()" are called
11:12:35.212:	
11:12:35.326:	Current page is: Purchase
11:12:35.326:	page count is: 56
11:12:35.326:	page count is: 57
11:12:35.326:	<font color='blue'>Test Case: TS_1 completed.</font>
11:12:35.326:	-----------------------------------<br>
11:12:35.326:	The method "logComment()" are called
11:12:35.326:	<font color='grey'>Start of base purchase with tips/desription/email receipt - please have SUCCESS testing card placed at the back of device!</font>
11:12:35.326:	The method "logComment()" are called
11:12:35.326:	<font color='grey'>This case assumes the app starts from the Purchase page.</font>
11:12:35.326:	The method "reachPage()" are called
11:12:35.326:	method reachPage(GP, SettingsTerminal) is called.
11:12:35.326:	method reachPage(GP, Purchase) is called.
11:12:35.326:	method find(PurchaseSideMenu) is called.
11:12:35.418:	method goToSidemenuPage(Purchase) is called.
11:12:35.418:	method findCurrentPage(0) is called.
11:12:35.918:	
11:12:36.072:	Current page is: Purchase
11:12:36.072:	method findCurrentPage(0) is called.
11:12:36.572:	
11:12:36.721:	Current page is: Purchase
11:12:36.722:	method clickButton (0, PurchaseSideMenu) is called.
11:12:36.722:	method find(PurchaseSideMenu) is called.
11:12:36.867:	method clickButton (1, SideMenuSettings) is called.
11:12:37.868:	method find(SideMenuSettings) is called.
11:12:38.120:	method login(1) is called.
11:12:38.120:	method enterNumPadOK (1, 123456) is called.
11:12:39.120:	method enterNumPad (1, 123456) is called.
11:12:40.121:	Number to be entered is: 123456
11:12:40.121:	method find(EnterPIN1) is called.
11:12:40.317:	method find(EnterPIN2) is called.
11:12:40.915:	method find(EnterPIN3) is called.
11:12:41.941:	method find(EnterPIN4) is called.
11:12:42.633:	method find(EnterPIN5) is called.
11:12:43.241:	method find(EnterPIN6) is called.
11:12:43.945:	method find(EnterPINOK) is called.
11:12:44.552:	<font color='grey'>User Authentication performed.</font>
11:12:44.552:	method waitUntilPage(30, SettingsTerminal) is called.
11:12:44.552:	method findCurrentPage(0) is called.
11:12:45.053:	
11:12:46.222:	Current page is: SettingsTerminal
11:12:46.222:	The method "setBooleanValue(no)" are called
11:12:46.330:	The method "setBooleanValue(yes)" are called
11:12:46.562:	The method "reachPage()" are called
11:12:46.562:	method reachPage(GP, Purchase) is called.
11:12:46.562:	method find(PurchaseSideMenu) is called.
11:12:47.216:	method goToSidemenuPage(Purchase) is called.
11:12:47.216:	method findCurrentPage(0) is called.
11:12:47.716:	
11:12:48.286:	Current page is: SettingsTerminal
11:12:48.286:	method clickOnPage(SettingsTerminal, Purchase, [Ljava.lang.String;@54f54) is called.
11:12:48.286:	method findCurrentPage(0) is called.
11:12:48.787:	
11:12:49.005:	Current page is: SettingsTerminal
11:12:49.005:	method clickButton (0, PurchaseSideMenu) is called.
11:12:49.005:	method find(PurchaseSideMenu) is called.
11:12:49.644:	method clickButton (0, SideMenuPurchase) is called.
11:12:49.644:	method find(SideMenuPurchase) is called.
11:12:50.807:	method waitUntilPage(30, Purchase) is called.
11:12:50.807:	method findCurrentPage(0) is called.
11:12:51.308:	
11:12:51.504:	Current page is: Purchase
11:12:51.504:	The method "singlePurchase(9999)" are called
11:12:51.504:	method singlePurchase(1100, Total, 9999, no, ) is called.
11:12:51.504:	method findCurrentPage(1) is called.
11:12:52.005:	
11:12:52.158:	Current page is: Purchase
11:12:52.158:	method enterPurchaseAmount(0, 1100) is called.
11:12:52.158:	method enterNumPadOK (0, 1100) is called.
11:12:52.158:	method enterNumPad (0, 1100) is called.
11:12:52.158:	Number to be entered is: 1100
11:12:52.158:	method find(EnterPIN1) is called.
11:12:52.309:	method find(EnterPIN1) is called.
11:12:52.925:	method find(EnterPIN0) is called.
11:12:53.547:	method find(EnterPIN0) is called.
11:12:54.161:	method find(EnterPINOK) is called.
11:12:54.774:	method findCurrentPage(1) is called.
11:12:55.275:	
11:12:59.158:	Current page is: SetTipDuringPurchase
11:12:59.158:	method setTipType(Total, 9999) is called.
11:12:59.158:	method clickButton (0, SetTipDuringPurchaseCustomTip) is called.
11:12:59.158:	method find(SetTipDuringPurchaseCustomTip) is called.
11:12:59.302:	method findCurrentPage(1) is called.
11:12:59.803:	
11:13:06.054:	Current page is: AddTip
11:13:06.054:	method setTipValue(Total, 9999) is called.
11:13:06.054:	method clickButton (0, AddTipTipTotalAmount) is called.
11:13:06.054:	method find(AddTipTipTotalAmount) is called.
11:13:06.186:	method enterNumPadOK (0, 9999) is called.
11:13:06.186:	method enterNumPad (0, 9999) is called.
11:13:06.186:	Number to be entered is: 9999
11:13:06.186:	method find(EnterPIN9) is called.
11:13:06.793:	method find(EnterPIN9) is called.
11:13:07.490:	method find(EnterPIN9) is called.
11:13:08.244:	method find(EnterPIN9) is called.
11:13:09:	method find(EnterPINOK) is called.
11:13:09.772:	method findCurrentPage(1) is called.
11:13:10.272:	
11:13:13.082:	Current page is: ProcessingPayment
11:13:13.083:	processing payment
11:13:13.083:	method findCurrentPage(1) is called.
11:13:13.584:	
11:13:14.754:	Current page is: ProcessingPayment
11:13:14.754:	processing payment
11:13:14.754:	method findCurrentPage(1) is called.
11:13:15.255:	
11:13:21.260:	Current page is: 
11:13:21.260:	reached an unrecognized page: 
11:13:21.260:	method clickButton (0, NoNetworkConnectionretry) is called.
11:13:21.260:	method find(NoNetworkConnectionretry) is called.
11:13:21.324:	exception caught during button click, failed to find NoNetworkConnectionretry
11:13:21.324:	method findCurrentPage(1) is called.
11:13:21.824:	
11:13:22.646:	Current page is: PurchaseResult
11:13:22.646:	<font color='grey'>Transaction is made, Processing time is: 31 seconds.</font>
11:13:22.646:	The method "test()" are called
11:13:22.647:	
11:13:23.527:	Current page is: PurchaseResult
11:13:23.527:	page count is: 5
11:13:23.527:	page count is: 6
11:13:23.527:	The method "test()" are called
11:13:23.652:	The method "clickButton()" are called
11:13:23.801:	The method "waitUntilPage()" are called
11:13:23.801:	
11:13:25.785:	Current page is: PurchaseResult
11:13:25.785:	page count is: 6
11:13:25.785:	page count is: 7
11:13:25.785:	
11:13:26.380:	Current page is: PurchaseResult
11:13:26.380:	page count is: 7
11:13:26.381:	page count is: 8
11:13:26.882:	
11:13:27.554:	Current page is: PurchaseResult
11:13:27.554:	page count is: 8
11:13:27.554:	page count is: 9
11:13:28.055:	
11:13:28.703:	Current page is: PurchaseResult
11:13:28.703:	page count is: 9
11:13:28.703:	page count is: 10
11:13:29.203:	
11:13:29.843:	Current page is: PurchaseResult
11:13:29.843:	page count is: 10
11:13:29.843:	page count is: 11
11:13:30.343:	
11:13:31.018:	Current page is: PurchaseResult
11:13:31.018:	page count is: 11
11:13:31.018:	page count is: 12
11:13:31.519:	
11:13:32.147:	Current page is: PurchaseResult
11:13:32.147:	page count is: 12
11:13:32.147:	page count is: 13
11:13:32.648:	
11:13:33.282:	Current page is: PurchaseResult
11:13:33.282:	page count is: 13
11:13:33.282:	page count is: 14
11:13:33.783:	
11:13:34.433:	Current page is: PurchaseResult
11:13:34.433:	page count is: 14
11:13:34.433:	page count is: 15
11:13:34.934:	
11:13:35.565:	Current page is: PurchaseResult
11:13:35.565:	page count is: 15
11:13:35.565:	page count is: 16
11:13:36.066:	
11:13:36.686:	Current page is: PurchaseResult
11:13:36.686:	page count is: 16
11:13:36.686:	page count is: 17
11:13:37.187:	
